id,name,description,region,city,distance,images,tags,location,created_at,category
50ddc07c-4b8b-444d-98e5-fd3e873baa73,Zuqualla Abo Monastery,High-altitude monastery surrounding an extinct volcanic crater lake.,Oromia,,,[],"[""zuqualla"",""crater-monastery"",""oromia""]","{""lat"":8.5396564,""lng"":38.8539547}",2026-07-27 22:07:25.776912+00,religious
50e621f5-c06b-44ca-a149-a7047ffeea6d,Bishoftu Babogaya Resort Spa,Tranquil resort spa located directly on Lake Babogaya.,Oromia,Bishoftu,,[],"[""babogaya"",""resort-spa"",""bishoftu""]","{""lat"":8.7873711,""lng"":38.9931534}",2026-07-27 22:07:25.776912+00,wellness
50ec4e15-a707-45aa-81c8-cc3ef3910027,St. Pauls Hospital Millennium Medical College,Major specialized public medical center and teaching college.,,,,[],"[""hospital"",""st-pauls"",""medical-college""]",,2026-07-27 22:07:25.776912+00,medical
51071284-8440-4876-a880-f5b6ab994788,Lake Ardibo Boat Tour Points,Peaceful highland lake access for local boat excursions.,,,,[],"[""ardibo"",""boat-tour"",""wollo""]",,2026-07-27 22:07:25.776912+00,cruise
5145d237-df84-4487-8305-8d963ab90df2,Hyatt Regency Plaza & Public Spaces,"Modern step-free hotel plaza, elevators, and accessible dining areas.",Addis Ababa,Kirkos,,[],"[""hyatt-regency"",""step-free"",""accessible""]","{""lat"":9.0100868,""lng"":38.7640678}",2026-07-27 22:07:25.776912+00,accessible
5197bc40-3281-43da-a673-f9d748b3a586,Holy Trinity Cathedral (Tomb of Emperor Haile Selassie I),"Burial place of Emperor Haile Selassie I, a central figure in Rastafarian and Pan-African history.",Addis Ababa,Addis Ababa,,[],"[""holy-trinity"",""haile-selassie"",""royal-tomb""]","{""lat"":9.0308012,""lng"":38.7664911}",2026-07-27 22:07:25.776912+00,ancestry
51c2c3e9-5372-43ed-bc2f-17a4bbb78ceb,Awash River Canyon Rafting,River running through the steep canyons of Awash National Park.,,,,[],"[""rafting"",""awash"",""river""]",,2026-07-27 22:07:25.776912+00,adventure
5260d359-4f38-44d1-a730-141993657869,Menagesha Flower & Horticulture Estates,Horticultural estates located along the western outskirts of Addis Ababa.,Oromia,Menagesha,,[],"[""menagesha"",""horticulture"",""flower-farms""]","{""lat"":9.0543794,""lng"":38.5707238}",2026-07-27 22:07:25.776912+00,agritourism
5285c71e-fbab-44fb-8c0b-df9520888f65,Four Sisters Cultural Restaurant,Renowned Gondar restaurant offering extensive traditional Ethiopian buffets.,Amhara,Gonder,,[],"[""four-sisters"",""gondar"",""buffet""]","{""lat"":12.614713,""lng"":37.4739339}",2026-07-27 22:07:25.776912+00,culinary
52b26f43-475d-4d78-a552-facb4e03fabe,Sor Waterfall Deep Rainforest Surge,Massive rainforest waterfall plunging into a deep green basin.,,,,[],"[""sor-waterfall"",""rainforest-waterfall"",""nature-photography""]",,2026-07-27 22:07:25.776912+00,photography
52fbab69-5002-454a-8f9f-324fea06921f,Azwa Mariam Monastery,"Island monastery on Lake Tana, known for its peaceful setting and traditional architecture.",Amhara,Lake Tana,565,"[""https://images.unsplash.com/photo-1585208798174-6cedd86e019a?w=800"",""https://images.unsplash.com/photo-1605106901227-991bd663255c?w=800""]","[""Monastery"",""Lake Tana"",""Island"",""Orthodox""]","{""lat"":11.85,""lng"":37.35}",2025-12-08 05:10:50.501803+00,religious
533d6499-29f2-4de3-9375-9a2232e06abb,Ethiopian Skylight Hotel Public Complex,Modern international hotel featuring full wheelchair access and elevators.,Addis Ababa,Bole,,[],"[""skylight-hotel"",""accessible"",""elevators""]","{""lat"":8.9869542,""lng"":38.7890925}",2026-07-27 22:07:25.776912+00,accessible
53565fc0-504d-4912-8f79-a41d123b49e3,Gambella Wetland & Baro River Ecosystem,Vast tropical swamp and river ecosystem supporting wildlife migration.,Gambela,Gambela,,[],"[""gambella"",""wetland"",""baro-river""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,ecotourism
5379dcb1-0f39-45e7-bccb-7d4727f09d13,Azwamariam Monastery,Historic church monastery located on the forested Zegie Peninsula.,,,,[],"[""monastery"",""zegie"",""lake-tana""]",,2026-07-27 22:07:25.776912+00,religious
53988fe3-e258-428d-bcb5-366604c5762f,Haile Selassie I University (AAU Main Campus) Heritage Grounds,Former Guenet Leul Palace turned into the nation first university campus.,Addis Ababa,Kirkos,,[],"[""aau"",""haile-selassie-palace"",""university-heritage""]","{""lat"":9.013432,""lng"":38.7497422}",2026-07-27 22:07:25.776912+00,ancestry
53e13fe6-dfd5-4af9-ba94-2903d804bc65,Lake Ziway Island Hopping Kayak Trail,Paddling trail connecting the five volcanic islands of Lake Ziway.,,,,[],"[""kayaking"",""island-hopping"",""lake-ziway""]",,2026-07-27 22:07:25.776912+00,adventure
544f41b1-1430-4fff-8ef4-40d0d52eb250,Wushwush Tea Plantation Eco-Estates,Lush green tea estates surrounded by indigenous cloud forest.,South West Ethiopia Peoples,Wushwush,,[],"[""wushwush"",""tea-plantation"",""bonga""]","{""lat"":7.3004291,""lng"":36.1404862}",2026-07-27 22:07:25.776912+00,ecotourism
5482603e-a19e-4002-a832-caa4c20f30dd,Konso Walled Cultural Villages,Fortified stone-walled hilltop villages showcasing ancient terraced agriculture.,South Ethiopia Regional State,,,[],"[""konso"",""walled-villages"",""terraces""]","{""lat"":5.25,""lng"":37.5}",2026-07-27 22:07:25.776912+00,rural
54bb78a8-3985-406e-ab6c-26750a3325ab,Abune Gebre Mikael Monastery,"Historic monastery in Gheralta region, known for its cliff-top location and ancient manuscripts.",Tigray,Gheralta,780,"[""https://images.unsplash.com/photo-1609137144813-7d9921338f24?w=1200&q=80""]","[""Monastery"",""Cliff"",""Gheralta"",""Historic"",""Orthodox""]","{""lat"":13.92,""lng"":39.2}",2025-12-08 05:10:50.501803+00,religious
551642cd-83d7-4a04-882e-552d4eb0fd80,Akaki Athletics Training Complex,High-altitude athletic training track on the outskirts of Addis Ababa.,,,,[],"[""akaki"",""athletics-training"",""oromia""]",,2026-07-27 22:07:25.776912+00,sports
55614d2f-89f1-4c71-b3b0-625ea64c59be,Borena Meat Roasting (Kikil) Outlets,Roadside traditional spots specialized in spiced boiled beef broth (Kikil).,,,,[],"[""borena"",""kikil"",""boiled-beef""]",,2026-07-27 22:07:25.776912+00,culinary
557a17b5-eee4-4665-a580-c71b789db47e,Fasilides Bathing Palace,"Historic sunken bathing pavilion in Gondar surrounded by ancient banyan trees, central to the annual Timkat (Epiphany) celebrations.",Amhara,Gondar,723,"[""https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Fasilides_Baths_Gondar.jpg/1024px-Fasilides_Baths_Gondar.jpg""]","[""Timkat"",""Gondar"",""Pool"",""Heritage""]","{""lat"":12.6105,""lng"":37.4589}",2026-07-27 21:19:12.232213+00,historical
55985669-8d33-4e70-a8ea-d3b3e84ff753,Tana Qirqos Island Monastery,Sacred island monastery historically tied to Old Testament relics.,Amhara,,,[],"[""tana-qirqos"",""monastery"",""historic""]","{""lat"":11.8635159,""lng"":37.4908505}",2026-07-27 22:07:25.776912+00,religious
55aeb54e-5a5b-4a6e-b112-ab8094f3aa0b,Choke Mountain Organic Potato & Barley Agro-Farms,High-altitude organic farming communities practicing sustainable agriculture.,Amhara,,,[],"[""choke"",""organic-potato"",""barley""]","{""lat"":10.7117887,""lng"":37.8435035}",2026-07-27 22:07:25.776912+00,agritourism
55b9b254-f1fd-456e-a05d-2702e5572b6a,Dire Dawa French Railway Colonial Streetscapes,Vintage streetscapes featuring French colonial architecture and old train cars.,Dire Dawa,Dire Dawa,,[],"[""dire-dawa"",""french-quarter"",""colonial-architecture""]","{""lat"":9.5913368,""lng"":41.8566126}",2026-07-27 22:07:25.776912+00,photography
55cde165-1a79-46e8-b8bd-2a72e3f479cc,Lake Chew Bahir Off-Roading,Challenging off-road driving across the harsh salt flats of Chew Bahir.,,,,[],"[""off-roading"",""overland"",""south-omo""]",,2026-07-27 22:07:25.776912+00,adventure
5601a0b7-c3cd-463b-b11e-d0920287401e,Chelba Tutiti Megalithic Complex,One of the densest standing stone archaeological sites in Africa.,,,,[],"[""chelba-tutiti"",""ancient-burial"",""megaliths""]",,2026-07-27 22:07:25.776912+00,ancestry
56197ab1-f025-438b-823d-b61e32bcb951,Ambo Town Public Thermal Springs,Low-cost municipal hot spring baths in Ambo.,Oromia,Ambo,,[],"[""ambo"",""public-thermal"",""mineral-water""]","{""lat"":8.982104,""lng"":37.8554406}",2026-07-27 22:07:25.776912+00,budget
565e2fbe-684e-4f62-b4b2-c8ffd04c72a0,Wenchi Crater Lake Island Monastery Overlook,Panoramic viewpoint looking down into a forested volcanic caldera.,,,,[],"[""wonchi"",""crater-lake"",""island-monastery""]",,2026-07-27 22:07:25.776912+00,photography
56eca6e1-7606-41a1-a5d2-8d2ad4bc5a6d,Lake Langano Sabana Resort Boat Dock,Resort boat launch point for motorboating and water sports.,Oromia,,,[],"[""langano"",""sabana"",""boat-dock""]","{""lat"":7.6120061,""lng"":38.7629256}",2026-07-27 22:07:25.776912+00,cruise
5720d8cb-f001-4f0b-96e1-4ae770b401c2,Gambella National Park (Nile Lechwe & White-Eared Kob Migration),Vast ecosystem hosting Africa second-largest mammal migration.,Gambela,Gambela,,[],"[""kob-migration"",""nile-lechwe"",""gambella""]","{""lat"":8.2503656,""lng"":34.5877344}",2026-07-27 22:07:25.776912+00,wildlife
572d6693-ca59-48ac-aba4-e27bb9c81118,Afar Nomadic Pastoralist Settlements,Desert encampments demonstrating traditional Afar nomadic living.,Afar,Asaita,,[],"[""afar"",""nomadic"",""asaita""]","{""lat"":11.5653325,""lng"":41.4385892}",2026-07-27 22:07:25.776912+00,cultural
57562c1b-d9e1-4e20-9439-cd554caec184,Shiro Meda Colorful Fabric Displays,Vibrant displays of traditional handwoven cotton textiles and dresses.,,,,[],"[""shiro-meda"",""woven-fabrics"",""vibrant-colors""]",,2026-07-27 22:07:25.776912+00,photography
577f9abc-caa9-4db7-b2fb-85dd2235356a,Wenchi Crater Lake Trekking & Kayaking,"Highland crater lake featuring water activities, horse riding, and trails.",,,,[],"[""crater-lake"",""kayaking"",""hiking""]",,2026-07-27 22:07:25.776912+00,adventure
578c7f27-0fb6-4ca7-b54d-38e90bfe3523,Dessie Comprehensive Specialized Hospital,Major referral hospital serving South Wollo.,Amhara,Dessie,,[],"[""hospital"",""dessie"",""wollo""]","{""lat"":11.1174963,""lng"":39.6323131}",2026-07-27 22:07:25.776912+00,medical
57a4df51-664e-4637-891c-27e6de3d0f8a,Battlefield of Chelenqo,Site of the 1887 battle between King Menelik II and the Emirate of Harar.,,,,[],"[""chelenqo"",""battlefield"",""hararghe""]",,2026-07-27 22:07:25.776912+00,dark
57e4808b-c0a1-4cc9-9c0f-9c460fcd27e8,Shashemene Rastafarian Land Grant Community,Historic Diaspora settlement granted by Emperor Haile Selassie I to African diaspora returnees.,Oromia,,,[],"[""shashemene"",""rastafarian"",""land-grant""]","{""lat"":8.78333,""lng"":38.71667}",2026-07-27 22:07:25.776912+00,ancestry
586f7f47-569e-4a3f-829c-67ca7e1fd586,Sanetti Plateau & Afro-Alpine Tarns,High-altitude landscape featuring giant lobelias and alpine lakes.,Oromia,,,[],"[""sanetti-plateau"",""afro-alpine"",""bale-mountains""]","{""lat"":6.7942161,""lng"":39.7565574}",2026-07-27 22:07:25.776912+00,photography
587ab765-3697-4af0-b745-81c5ab6f7a35,Gore Traditional Coffee & Spice Outlets,"Market shops selling fresh forest cardamom, korarima, and raw coffee.",Oromia,Gore,,[],"[""gore"",""spices"",""coffee-outlets""]","{""lat"":8.1525979,""lng"":35.5371154}",2026-07-27 22:07:25.776912+00,shopping
587ecae5-c03c-4241-b154-9f038e86b6e2,Mount Choqa Summit Trek,High-altitude eco-trek ascending the Mount Choqa massif.,,,,[],"[""summit"",""choke"",""gojjam""]",,2026-07-27 22:07:25.776912+00,adventure
58c9e3c6-5f2b-46e3-bdfd-247f27fd3f59,Korebte Eco-Lodge VIP Suites,Luxury eco-suite cabins perched on the rim of Wenchi Crater Lake.,,,,[],"[""korebte"",""vip-suites"",""wonchi""]",,2026-07-27 22:07:25.776912+00,luxury
58f6d8f6-e173-4e85-a907-1ce03d4ad922,Azezo Lake Tana Access Point,Northern shoreline access point for boat departures.,Amhara,Azezo,,[],"[""azezo"",""lake-tana"",""access-point""]","{""lat"":12.549068,""lng"":37.4270406}",2026-07-27 22:07:25.776912+00,cruise
58fc4ba3-40ba-4081-9b63-f06b6562c9f4,Bete Giyorgis Rock-Hewn Cross,Iconic aerial perspective of the monolithic cruciform church.,,,,[],"[""bete-giyorgis"",""rock-hewn-cross"",""lalibela""]",,2026-07-27 22:07:25.776912+00,photography
59213d73-f699-4e9e-a7a7-2b7bacb38353,Bete Maryam Rock Church,One of the oldest and most elaborately decorated rock churches in Lalibela.,,,,[],"[""bete-maryam"",""lalibela"",""rock-hewn""]",,2026-07-27 22:07:25.776912+00,religious
5940cd4e-3a83-494b-8cf1-380fbf95e168,Grand Resort and Spa Lakefront Suites,High-end lakefront suites set in tropical gardens.,South Ethiopia Regional State,Gazer,,[],"[""grand-resort"",""lakefront-suites"",""bahir-dar""]","{""lat"":5.904078,""lng"":36.5777252}",2026-07-27 22:07:25.776912+00,luxury
59546cd9-8e43-4fa1-bc6f-37733a3ff660,Bale Mountains Alpine Trekking & Trail Running Loops,High-altitude trail running across the Sanetti Plateau.,Oromia,Shufune,,[],"[""bale"",""trail-running"",""alpine-loops""]","{""lat"":9.1095594,""lng"":38.7199762}",2026-07-27 22:07:25.776912+00,sports
5966f553-1ad7-4805-881a-59bae6f806bc,Lake Abijatta Shoreline Excursion Points,Shoreline entry points for shallow water nature excursions.,Oromia,,,[],"[""abijatta"",""shoreline"",""excursions""]","{""lat"":7.5390028,""lng"":38.5223013}",2026-07-27 22:07:25.776912+00,cruise
59792e0c-f972-415d-837d-85233b8743b9,Red Terror Martyrs Memorial Museum,Museum commemorating victims of the Derg regime communist purge.,Addis Ababa,Kirkos,,[],"[""red-terror"",""memorial-museum"",""addis""]","{""lat"":9.0102054,""lng"":38.7629294}",2026-07-27 22:07:25.776912+00,dark
59c68638-dbde-4e61-a973-299a837d5f6c,Lake Ziway Eco-Wetlands & Bird Sanctuary,"Wetland ecosystem home to marabou storks, white pelicans, and hippos.",Sidama,Hawassa,,[],"[""ziway"",""wetlands"",""bird-sanctuary""]","{""lat"":7.0565734,""lng"":38.5645095}",2026-07-27 22:07:25.776912+00,ecotourism
59f277fd-ccc1-42d3-85e8-bfdd2a6b84a7,Asham Africa Resort MICE Hall,Lakeside meeting facilities inspired by African art.,Oromia,Bishoftu,,[],"[""asham-africa"",""mice"",""bishoftu""]","{""lat"":8.7436854,""lng"":38.9894021}",2026-07-27 22:07:25.776912+00,business
59f75b6a-4179-438d-991e-2d70f1d18986,Avanti Blue Nile Hotel Wellness Spa,Full-service hotel spa located near the Blue Nile river outlet.,Amhara,Bahir Dar Special Zone,,[],"[""avanti"",""wellness-spa"",""bahir-dar""]","{""lat"":11.6030239,""lng"":37.3797987}",2026-07-27 22:07:25.776912+00,wellness
5a25aa6b-7149-4646-8a59-9ac0eed9487a,Gheralta Lodge Private Cottages,Boutique luxury stone cottages set against sandstone mountain cliffs.,Tigray,Halah Gheralta,,[],"[""gheralta-lodge"",""private-cottages"",""tigray""]","{""lat"":13.7478418,""lng"":39.2536119}",2026-07-27 22:07:25.776912+00,luxury
5a434d8d-bb0d-4a1a-822f-bf98fc0f4246,Jupiter International Hotel Event Spaces,Business event rooms in the business center of Kazanchis.,Addis Ababa,Kirkos,,[],"[""jupiter-hotel"",""event-spaces"",""kazanchis""]","{""lat"":9.0161492,""lng"":38.76822}",2026-07-27 22:07:25.776912+00,business
5a72b83b-fa8c-43fa-9f07-7300ee34b739,Hawassa International Stadium,Major sports stadium hosting national league football matches.,Sidama,Hawassa,,[],"[""hawassa"",""stadium"",""sports-venue""]","{""lat"":7.040469,""lng"":38.4945612}",2026-07-27 22:07:25.776912+00,sports
5aa3e09e-81dc-4910-b241-f68432ff254b,Choke Mountain High-Altitude Alpine Landscapes,"Afro-alpine moorlands, giant lobelias, and mountain streams.",Amhara,,,[],"[""choke-mountain"",""alpine-landscape"",""high-altitude""]","{""lat"":10.7117887,""lng"":37.8435035}",2026-07-27 22:07:25.776912+00,photography
5af1b662-3df1-4cba-9cb5-0a734f977119,Adwa Victory Memorial Museum Complex,"State-of-the-art museum facility equipped with modern elevators, ramps, and accessible halls.",,,,[],"[""adwa-memorial"",""elevators"",""ramps""]",,2026-07-27 22:07:25.776912+00,accessible
5afedf5a-519c-499c-a3b0-53185c958ccb,Doho Lodge VIP Thermal Cabins,Luxury eco-cabins built directly over natural thermal hot springs.,Afar,,,[],"[""doho-lodge"",""vip-cabins"",""thermal-spa""]","{""lat"":12.29583,""lng"":42.22806}",2026-07-27 22:07:25.776912+00,luxury
5b0361dc-661a-4ae1-a57e-e93a5acd26f6,Yod Abyssinia Cultural Restaurant,Premier cultural dining hall serving traditional injera platters with live music and dance.,Addis Ababa,Addis Ababa,,[],"[""yod-abyssinia"",""cultural-dining"",""traditional-food""]","{""lat"":9.0260054,""lng"":38.7507566}",2026-07-27 22:07:25.776912+00,culinary
5b7175e4-cfe8-4397-8cf1-2ea8bb24b75d,Lalibela Community Education & NGO Projects,Community volunteer programs focused on English teaching and youth mentoring.,Amhara,Lalibela,,[],"[""lalibela"",""education-volunteer"",""ngo""]","{""lat"":12.0360639,""lng"":39.0456845}",2026-07-27 22:07:25.776912+00,voluntourism
5b72bbaf-e3b4-4fdd-9030-e3789d6bf325,Gore British Military & Diplomatic Historic Ruins,Ruins of WWII British military posts and diplomatic quarters.,Oromia,Gore,,[],"[""gore"",""british-ruins"",""ww2-history""]","{""lat"":8.1525979,""lng"":35.5371154}",2026-07-27 22:07:25.776912+00,dark
5ba0ed28-8146-49bb-91e3-6c4ffcb2f7a5,Sabana Beach Resort Executive Villas,Cliffside executive luxury chalets featuring panoramic views over Lake Langano.,Oromia,Arsi Negelle,,[],"[""sabana"",""executive-villas"",""langano""]","{""lat"":7.5919956,""lng"":38.6913141}",2026-07-27 22:07:25.776912+00,luxury
5c1bc672-ff14-46df-ba4b-3b1ceb920ba6,Beta Maryam Church,"Rock-hewn church in Lalibela dedicated to the Virgin Mary, featuring beautiful carvings.",Amhara,Lalibela,642,"[""https://images.unsplash.com/photo-1585208798174-6cedd86e019a?w=800"",""https://images.unsplash.com/photo-1605106901227-991bd663255c?w=800""]","[""Monastery"",""Rock-Hewn"",""UNESCO"",""Lalibela"",""Orthodox""]","{""lat"":12.0318,""lng"":39.0478}",2025-12-08 05:10:50.501803+00,religious
5c3a2ca1-79d1-42ad-baf7-a3b1f7f236f0,Wondo Genet College of Forestry & Natural Resources,Pioneer academic institution dedicated to forestry education.,Sidama,Harabet Shumba,,[],"[""wondo-genet-college"",""forestry"",""natural-resources""]","{""lat"":7.1010154,""lng"":38.6270522}",2026-07-27 22:07:25.776912+00,educational
5c457c35-9ab5-49f4-b88c-ff5b7e8c3e5a,Tewfed Specialized Eye Center,Specialized eye care and ophthalmology center.,Addis Ababa,Yeka,,[],"[""ophthalmology"",""eye-center"",""addis""]","{""lat"":9.0225064,""lng"":38.7820276}",2026-07-27 22:07:25.776912+00,medical
5c90954b-462e-4e2f-a9fd-b86ec5e2163c,Sapphire Addis Luxury Rooms,Boutique luxury hotel rooms in Bole.,Addis Ababa,Bole,,[],"[""sapphire-addis"",""luxury-rooms"",""bole""]","{""lat"":9.0002179,""lng"":38.7833921}",2026-07-27 22:07:25.776912+00,luxury
5cd06f1e-246b-45de-83c0-eb514220953d,Mount Zuqualla Volcano Hike,Ascent up an extinct volcano with a sacred crater lake at its summit.,,,,[],"[""volcano"",""crater-lake"",""hiking""]",,2026-07-27 22:07:25.776912+00,adventure
5ce73a7a-e2ac-49d5-9da3-5018cec93d5a,Yirgalem City Center,Historic coffee processing town center in Sidama.,Sidama,Aleta Wendo,,[],"[""yirgalem"",""city-center"",""sidama""]","{""lat"":6.6046692,""lng"":38.4247871}",2026-07-27 22:07:25.776912+00,urban
